"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Wed Oct 19 15:30:46 YEKT 2022","Wed Oct 19 15:30:48 YEKT 2022","2518","","Auth tests","","","","should successfully auth (Qase ID: 1)",""
